url,nombre,descripcion,marca,anio,genero,top_notes,middle_notes,base_notes,accords,rating,votes,error
https://www.fragrantica.com/perfume/Lattafa-Perfumes/Khamrah-75805.html,Khamrah Lattafa Perfumes for women and men,"Khamrah by Lattafa Perfumes is a Oriental Spicy fragrance for women and men. Khamrah was launched in 2022. Top notes are Cinnamon, Nutmeg and Bergamot; middle notes are Dates, Praline, Tuberose and Mahonial; base notes are Vanilla, Tonka Bean, Amberwood, Myrrh, Benzoin and Akigalawood.",Lattafa Perfumes,2022,women and men,"Cinnamon, Nutmeg and Bergamot","Dates, Praline, Tuberose and Mahonial","Vanilla, Tonka Bean, Amberwood, Myrrh, Benzoin and Akigalawood",sweet | warm spicy | vanilla | amber | cinnamon | woody | fresh spicy | fruity,2.97,26819,
https://www.fragrantica.com/perfume/Lattafa-Perfumes/Khamrah-Qahwa-88175.html,Khamrah Qahwa Lattafa Perfumes for women and men,"Khamrah Qahwa by Lattafa Perfumes is a Oriental Vanilla fragrance for women and men. Khamrah Qahwa was launched in 2023. Top notes are Cinnamon, Cardamom and Ginger; middle notes are Praline, Candied Fruits and White Flowers; base notes are Vanilla, Coffee, Tonka Bean, Benzoin and Musk.",Lattafa Perfumes,2023,women and men,"Cinnamon, Cardamom and Ginger","Praline, Candied Fruits and White Flowers","Vanilla, Coffee, Tonka Bean, Benzoin and Musk",warm spicy | sweet | vanilla | cinnamon | coffee | amber | powdery,7.79,13318,
https://www.fragrantica.com/perfume/Lattafa-Perfumes/Eclaire-93628.html,Eclaire Lattafa Perfumes for women,"Eclaire by Lattafa Perfumes is a Floral Fruity Gourmand fragrance for women. Eclaire was launched in 2024. Top notes are Caramel, Milk and Sugar; middle notes are Honey and White Flowers; base notes are Vanilla, Praline and Musk.",Lattafa Perfumes,2024,women,"Caramel, Milk and Sugar",Honey and White Flowers,"Vanilla, Praline and Musk",sweet | vanilla | caramel | lactonic | honey | powdery,2.97,8100,
https://www.fragrantica.com/perfume/Lattafa-Perfumes/Asad-72821.html,Asad Lattafa Perfumes for men,"Asad by Lattafa Perfumes is a Oriental fragrance for men. Asad was launched in 2021. Top notes are Black Pepper, Tobacco and Pineapple; middle notes are Patchouli, Coffee and Iris; base notes are Vanilla, Amber, Dry Wood, Benzoin and Labdanum.",Lattafa Perfumes,2021,men,"Black Pepper, Tobacco and Pineapple","Patchouli, Coffee and Iris","Vanilla, Amber, Dry Wood, Benzoin and Labdanum",amber | fresh spicy | woody | warm spicy | vanilla | sweet | tobacco | powdery | patchouli | balsamic,8.44,12626,
https://www.fragrantica.com/perfume/Lattafa-Perfumes/Yara-76880.html,Yara Lattafa Perfumes for women,"Yara by Lattafa Perfumes is a Oriental Vanilla fragrance for women. Yara was launched in 2020. Top notes are Orchid, Heliotrope and Tangerine; middle notes are Gourmand Accord and Tropical Fruits; base notes are Vanilla, Musk and Sandalwood.",Lattafa Perfumes,2020,women,"Orchid, Heliotrope and Tangerine",Gourmand Accord and Tropical Fruits,"Vanilla, Musk and Sandalwood",sweet | vanilla | powdery | tropical | fruity | musky | floral | citrus,5.19,10749,
https://www.fragrantica.com/perfume/Lattafa-Perfumes/Asad-Bourbon-101124.html,Asad Bourbon Lattafa Perfumes for men,"Asad Bourbon by Lattafa Perfumes is a Oriental Spicy fragrance for men. This is a new fragrance. Asad Bourbon was launched in 2025. Top notes are Lavender, Mirabelle and Pink Pepper; middle notes are Cacao, Nutmeg and Davana; base notes are Bourbon Vanilla, Amber and Vetiver.",Lattafa Perfumes,2025,men,"Lavender, Mirabelle and Pink Pepper","Cacao, Nutmeg and Davana","Bourbon Vanilla, Amber and Vetiver",vanilla | cacao | sweet | lavender | fresh spicy | amber | warm spicy | aromatic | powdery | soft spicy,9.09,4604,
https://www.fragrantica.com/perfume/Lattafa-Perfumes/Bade-e-Al-Oud-Honor-Glory-84302.html,Bade'e Al Oud Honor & Glory Lattafa Perfumes for women and men,"Bade'e Al Oud Honor & Glory by Lattafa Perfumes is a fragrance for women and men. Bade'e Al Oud Honor & Glory was launched in 2023. Top notes are Pineapple and Creme Brulee; middle notes are Cinnamon, Turmeric, Black Pepper and Benzoin; base notes are Vanilla, Sandalwood, Cashmeran and Moss.",Lattafa Perfumes,2023,women and men,Pineapple and Creme Brulee,"Cinnamon, Turmeric, Black Pepper and Benzoin","Vanilla, Sandalwood, Cashmeran and Moss",sweet | warm spicy | fruity | vanilla | woody | powdery | cinnamon | tropical,4.69,6933,
https://www.fragrantica.com/perfume/Lattafa-Perfumes/Angham-96768.html,Angham Lattafa Perfumes for women and men,"Angham by Lattafa Perfumes is a Oriental Vanilla fragrance for women and men. This is a new fragrance. Angham was launched in 2024. Top notes are Ginger, Mandarin and Pink Pepper; middle notes are Lavender, Praline, Cacao and Jasmine; base notes are Vanilla, Amber and Musk.",Lattafa Perfumes,2024,women and men,"Ginger, Mandarin and Pink Pepper","Lavender, Praline, Cacao and Jasmine","Vanilla, Amber and Musk",vanilla | sweet | lavender | fresh spicy | powdery | amber | citrus | musky | cacao | aromatic,3.14,4374,
https://www.fragrantica.com/perfume/Lattafa-Perfumes/Teriaq-Intense-99586.html,Teriaq Intense Lattafa Perfumes for women and men,"Teriaq Intense by Lattafa Perfumes is a Oriental Spicy fragrance for women and men. This is a new fragrance. Teriaq Intense was launched in 2024. The nose behind this fragrance is Quentin Bisch. Top notes are Saffron and Bergamot; middle notes are Plum Liquor and Cinnamon; base notes are Amber, Tonka Bean and Benzoin.",Lattafa Perfumes,2024,women and men,Saffron and Bergamot,Plum Liquor and Cinnamon,"Amber, Tonka Bean and Benzoin",amber | warm spicy | fruity | cinnamon | aromatic | vanilla | spice,5.09,3547,
https://www.fragrantica.com/perfume/Lattafa-Perfumes/Fakhar-Black-70465.html,Fakhar Black Lattafa Perfumes for men,"Fakhar Black by Lattafa Perfumes is a Oriental fragrance for men. Fakhar Black was launched in 2022. Top notes are Apple, Bergamot and Ginger; middle notes are Lavender, Sage, Juniper Berries and Geranium; base notes are Tonka Bean, Cedar, Amberwood and Vetiver.",Lattafa Perfumes,2022,men,"Apple, Bergamot and Ginger","Lavender, Sage, Juniper Berries and Geranium","Tonka Bean, Cedar, Amberwood and Vetiver",aromatic | fresh spicy | woody | fruity | fresh | citrus | lavender | green | amber | herbal,3.2,6966,
